,acc,loss,val_acc,val_loss
0,0.8372037037037037,0.5005548456178771,0.975,0.09034331943591435
1,0.9315925925925926,0.2224939242253701,0.9828333333333333,0.06508009026447932
2,0.9458333333333333,0.1811156573665363,0.985,0.05480072310691079
3,0.949962962962963,0.16236533312278764,0.9866666666666667,0.050802521461310486
4,0.9553148148148148,0.14885377505325056,0.9866666666666667,0.047564251601075136
5,0.9579074074074074,0.13915999327213677,0.9878333333333333,0.04360317665648957
6,0.9588148148148148,0.13438847265116594,0.9876666666666667,0.045757672214570146
7,0.9613148148148148,0.12788941863869074,0.9896666666666667,0.03911115778548022
8,0.9626111111111111,0.12516602126177814,0.9895,0.03976579695629577
9,0.9633333333333334,0.1203639012551694,0.9901666666666666,0.03584123462857679
10,0.9647037037037037,0.11684271904936543,0.9898333333333333,0.03644652878042931
11,0.9654074074074074,0.11202952523957248,0.9901666666666666,0.03722361687834685
12,0.965925925925926,0.11205742519679997,0.991,0.03354559785461364
13,0.9669814814814814,0.10827448023607333,0.9903333333333333,0.03505347616489356
14,0.9668333333333333,0.10978567987852902,0.991,0.03389277808888194
